Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Full_Address,Coords
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COTORRA,SHELL,2 AVENIDA 2-21 ZONA 6 GUATEMALA,REGULAR,37.2,A,"2 AVENIDA 2-21 ZONA 6 GUATEMALA, GUATEMALA","(14.7592, -90.99161)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COTORRA,SHELL,2 AVENIDA 2-21 ZONA 6 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 2-21 ZONA 6 GUATEMALA, GUATEMALA","(14.7592, -90.99161)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COTRASANGIL LTDA,PUMA,2 AVENIDA 2-9 ZONA 11 GUATEMALA,DIESEL,33.75,A,"2 AVENIDA 2-9 ZONA 11 GUATEMALA, GUATEMALA","(14.7592, -90.99161)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COTRASANGIL LTDA,PUMA,2 AVENIDA 2-9 ZONA 11 GUATEMALA,REGULAR,37.2,A,"2 AVENIDA 2-9 ZONA 11 GUATEMALA, GUATEMALA","(14.7592, -90.99161)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COTRASANGIL LTDA,PUMA,2 AVENIDA 2-9 ZONA 11 GUATEMALA,SUPER,35.15,A,"2 AVENIDA 2-9 ZONA 11 GUATEMALA, GUATEMALA","(14.7592, -90.99161)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY,SHELL,2 AVENIDA 2-9 ZONA 7 GUATEMALA,DIESEL,35.88,A,"2 AVENIDA 2-9 ZONA 7 GUATEMALA, GUATEMALA","(14.76053, -90.9898)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY,SHELL,2 AVENIDA 2-9 ZONA 7 GUATEMALA,REGULAR,34.16,A,"2 AVENIDA 2-9 ZONA 7 GUATEMALA, GUATEMALA","(14.76053, -90.9898)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY,SHELL,2 AVENIDA 2-9 ZONA 7 GUATEMALA,SUPER,37.1,A,"2 AVENIDA 2-9 ZONA 7 GUATEMALA, GUATEMALA","(14.76053, -90.9898)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY CLUB DE BOGOTA,DON ARTURO,2 AVENIDA 2-9 ZONA 9 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 2-9 ZONA 9 GUATEMALA, GUATEMALA","(14.63207, -89.9965)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY CLUB DE BOGOTA,DON ARTURO,2 AVENIDA 2-9 ZONA 9 GUATEMALA,REGULAR,35.17,A,"2 AVENIDA 2-9 ZONA 9 GUATEMALA, GUATEMALA","(14.63207, -89.9965)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO COUNTRY CLUB DE BOGOTA,DON ARTURO,2 AVENIDA 2-9 ZONA 9 GUATEMALA,SUPER,33.9,A,"2 AVENIDA 2-9 ZONA 9 GUATEMALA, GUATEMALA","(14.63207, -89.9965)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUATRO ESQUINAS,TEXACO,2 AVENIDA 3-10 ZONA 12 GUATEMALA,DIESEL,37.5,A,"2 AVENIDA 3-10 ZONA 12 GUATEMALA, GUATEMALA","(14.76045, -90.98974)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUATRO ESQUINAS,TEXACO,2 AVENIDA 3-10 ZONA 12 GUATEMALA,REGULAR,35.55,A,"2 AVENIDA 3-10 ZONA 12 GUATEMALA, GUATEMALA","(14.76045, -90.98974)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUATRO ESQUINAS,TEXACO,2 AVENIDA 3-10 ZONA 12 GUATEMALA,SUPER,33.14,A,"2 AVENIDA 3-10 ZONA 12 GUATEMALA, GUATEMALA","(14.76045, -90.98974)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUMBAL,UNO,2 AVENIDA 3-10 ZONA 2 GUATEMALA,DIESEL,34.16,A,"2 AVENIDA 3-10 ZONA 2 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUMBAL,UNO,2 AVENIDA 3-10 ZONA 2 GUATEMALA,REGULAR,37.2,A,"2 AVENIDA 3-10 ZONA 2 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUMBAL,UNO,2 AVENIDA 3-10 ZONA 2 GUATEMALA,SUPER,35.55,A,"2 AVENIDA 3-10 ZONA 2 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUSIANA,SHELL,2 AVENIDA 3-10 ZONA 3 GUATEMALA,DIESEL,37.5,A,"2 AVENIDA 3-10 ZONA 3 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUSIANA,SHELL,2 AVENIDA 3-10 ZONA 3 GUATEMALA,REGULAR,34.72,A,"2 AVENIDA 3-10 ZONA 3 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO CUSIANA,SHELL,2 AVENIDA 3-10 ZONA 3 GUATEMALA,SUPER,33.14,A,"2 AVENIDA 3-10 ZONA 3 GUATEMALA, GUATEMALA","(14.75913, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DANIEL GARCIA,SHELL,2 AVENIDA 3-10 ZONA 8 GUATEMALA,DIESEL,37.2,A,"2 AVENIDA 3-10 ZONA 8 GUATEMALA, GUATEMALA","(14.76013, -90.98817)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DANIEL GARCIA,SHELL,2 AVENIDA 3-10 ZONA 8 GUATEMALA,REGULAR,35.55,A,"2 AVENIDA 3-10 ZONA 8 GUATEMALA, GUATEMALA","(14.76013, -90.98817)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DANIEL GARCIA,SHELL,2 AVENIDA 3-10 ZONA 8 GUATEMALA,SUPER,35.15,A,"2 AVENIDA 3-10 ZONA 8 GUATEMALA, GUATEMALA","(14.76013, -90.98817)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE PEREIRA,TEXACO,2 AVENIDA 3-10 ZONA 9 GUATEMALA,DIESEL,33.9,A,"2 AVENIDA 3-10 ZONA 9 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE PEREIRA,TEXACO,2 AVENIDA 3-10 ZONA 9 GUATEMALA,REGULAR,35.15,A,"2 AVENIDA 3-10 ZONA 9 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE PEREIRA,TEXACO,2 AVENIDA 3-10 ZONA 9 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 3-10 ZONA 9 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE SAN PEDRO DE URABA,DON ARTURO,2 AVENIDA 3-11 ZONA 10 GUATEMALA,DIESEL,33.75,A,"2 AVENIDA 3-11 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99517)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE SAN PEDRO DE URABA,DON ARTURO,2 AVENIDA 3-11 ZONA 10 GUATEMALA,REGULAR,35.15,A,"2 AVENIDA 3-11 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99517)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DE SAN PEDRO DE URABA,DON ARTURO,2 AVENIDA 3-11 ZONA 10 GUATEMALA,SUPER,37.1,A,"2 AVENIDA 3-11 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99517)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEALER 1,TEXACO,2 AVENIDA 3-11 ZONA 11 GUATEMALA,DIESEL,37.2,A,"2 AVENIDA 3-11 ZONA 11 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEALER 1,TEXACO,2 AVENIDA 3-11 ZONA 11 GUATEMALA,REGULAR,36.14,A,"2 AVENIDA 3-11 ZONA 11 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEALER 1,TEXACO,2 AVENIDA 3-11 ZONA 11 GUATEMALA,SUPER,35.55,A,"2 AVENIDA 3-11 ZONA 11 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL LITORAL,PUMA,2 AVENIDA 3-11 ZONA 3 GUATEMALA,DIESEL,37.2,A,"2 AVENIDA 3-11 ZONA 3 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL LITORAL,PUMA,2 AVENIDA 3-11 ZONA 3 GUATEMALA,REGULAR,33.75,A,"2 AVENIDA 3-11 ZONA 3 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL LITORAL,PUMA,2 AVENIDA 3-11 ZONA 3 GUATEMALA,SUPER,33.75,A,"2 AVENIDA 3-11 ZONA 3 GUATEMALA, GUATEMALA","(14.76453, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL NORTE,SHELL,2 AVENIDA 3-11 ZONA 5 GUATEMALA,DIESEL,35.55,A,"2 AVENIDA 3-11 ZONA 5 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL NORTE,SHELL,2 AVENIDA 3-11 ZONA 5 GUATEMALA,REGULAR,36.75,A,"2 AVENIDA 3-11 ZONA 5 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL NORTE,SHELL,2 AVENIDA 3-11 ZONA 5 GUATEMALA,SUPER,34.72,A,"2 AVENIDA 3-11 ZONA 5 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,REGULAR,34.16,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,REGULAR,34.16,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,REGULAR,36.14,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,REGULAR,36.14,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,SUPER,37.1,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DEL SUR MEDELLIN,SHELL,2 AVENIDA 3-12 ZONA 10 GUATEMALA,SUPER,37.1,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISENERCOM,TEXACO,2 AVENIDA 3-12 ZONA 10 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 3-12 ZONA 10 GUATEMALA, GUATEMALA","(14.76033, -90.99516)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM ARBOLETES,DON ARTURO,2 AVENIDA 3-12 ZONA 11 GUATEMALA,DIESEL,37.2,A,"2 AVENIDA 3-12 ZONA 11 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM ARBOLETES,DON ARTURO,2 AVENIDA 3-12 ZONA 11 GUATEMALA,REGULAR,35.15,A,"2 AVENIDA 3-12 ZONA 11 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM ARBOLETES,DON ARTURO,2 AVENIDA 3-12 ZONA 11 GUATEMALA,SUPER,33.9,A,"2 AVENIDA 3-12 ZONA 11 GUATEMALA, GUATEMALA","(14.76454, -90.99155)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AUTOPISTA,TEXACO,2 AVENIDA 3-13 ZONA 14 GUATEMALA,DIESEL,35.88,A,"2 AVENIDA 3-13 ZONA 14 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AUTOPISTA,TEXACO,2 AVENIDA 3-13 ZONA 14 GUATEMALA,REGULAR,36.5,A,"2 AVENIDA 3-13 ZONA 14 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AUTOPISTA,TEXACO,2 AVENIDA 3-13 ZONA 14 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 3-13 ZONA 14 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA CATAMA,DON ARTURO,2 AVENIDA 3-13 ZONA 2 GUATEMALA,DIESEL,36.5,A,"2 AVENIDA 3-13 ZONA 2 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA CATAMA,DON ARTURO,2 AVENIDA 3-13 ZONA 2 GUATEMALA,REGULAR,36.14,A,"2 AVENIDA 3-13 ZONA 2 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA CATAMA,DON ARTURO,2 AVENIDA 3-13 ZONA 2 GUATEMALA,SUPER,37.2,A,"2 AVENIDA 3-13 ZONA 2 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA EL RIO,TEXACO,2 AVENIDA 3-14 ZONA 4 GUATEMALA,DIESEL,35.55,A,"2 AVENIDA 3-14 ZONA 4 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA EL RIO,TEXACO,2 AVENIDA 3-14 ZONA 4 GUATEMALA,REGULAR,36.14,A,"2 AVENIDA 3-14 ZONA 4 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM AVENIDA EL RIO,TEXACO,2 AVENIDA 3-14 ZONA 4 GUATEMALA,SUPER,35.15,A,"2 AVENIDA 3-14 ZONA 4 GUATEMALA, GUATEMALA","(14.76014, -90.98818)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BAJO CAUCA,SHELL,2 AVENIDA 3-14 ZONA 6 GUATEMALA,DIESEL,33.14,A,"2 AVENIDA 3-14 ZONA 6 GUATEMALA, GUATEMALA","(14.76015, -90.98819)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BAJO CAUCA,SHELL,2 AVENIDA 3-14 ZONA 6 GUATEMALA,REGULAR,33.75,A,"2 AVENIDA 3-14 ZONA 6 GUATEMALA, GUATEMALA","(14.76015, -90.98819)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BAJO CAUCA,SHELL,2 AVENIDA 3-14 ZONA 6 GUATEMALA,SUPER,36.75,A,"2 AVENIDA 3-14 ZONA 6 GUATEMALA, GUATEMALA","(14.76015, -90.98819)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELEN DE BAJIRA,TEXACO,2 AVENIDA 3-15 ZONA 19 GUATEMALA,DIESEL,34.72,A,"2 AVENIDA 3-15 ZONA 19 GUATEMALA, GUATEMALA","(14.76455, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELEN DE BAJIRA,TEXACO,2 AVENIDA 3-15 ZONA 19 GUATEMALA,REGULAR,34.9,A,"2 AVENIDA 3-15 ZONA 19 GUATEMALA, GUATEMALA","(14.76455, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELEN DE BAJIRA,TEXACO,2 AVENIDA 3-15 ZONA 19 GUATEMALA,SUPER,35.88,A,"2 AVENIDA 3-15 ZONA 19 GUATEMALA, GUATEMALA","(14.76455, -90.99156)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELENCITO,SHELL,2 AVENIDA 3-15 ZONA 4 GUATEMALA,DIESEL,37.5,A,"2 AVENIDA 3-15 ZONA 4 GUATEMALA, GUATEMALA","(14.7583, -90.99091)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELENCITO,SHELL,2 AVENIDA 3-15 ZONA 4 GUATEMALA,REGULAR,33.9,A,"2 AVENIDA 3-15 ZONA 4 GUATEMALA, GUATEMALA","(14.7583, -90.99091)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BELENCITO,SHELL,2 AVENIDA 3-15 ZONA 4 GUATEMALA,SUPER,37.1,A,"2 AVENIDA 3-15 ZONA 4 GUATEMALA, GUATEMALA","(14.7583, -90.99091)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BOCHICA,TEXACO,2 AVENIDA 3-15 ZONA 7 GUATEMALA,DIESEL,34.16,A,"2 AVENIDA 3-15 ZONA 7 GUATEMALA, GUATEMALA","(14.63292, -89.99671)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BOCHICA,TEXACO,2 AVENIDA 3-15 ZONA 7 GUATEMALA,REGULAR,34.9,A,"2 AVENIDA 3-15 ZONA 7 GUATEMALA, GUATEMALA","(14.63292, -89.99671)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BOCHICA,TEXACO,2 AVENIDA 3-15 ZONA 7 GUATEMALA,SUPER,35.55,A,"2 AVENIDA 3-15 ZONA 7 GUATEMALA, GUATEMALA","(14.63292, -89.99671)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONAIRE,UNO,2 AVENIDA 3-16 ZONA 10 GUATEMALA,DIESEL,36.75,A,"2 AVENIDA 3-16 ZONA 10 GUATEMALA, GUATEMALA","(14.76016, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONAIRE,UNO,2 AVENIDA 3-16 ZONA 10 GUATEMALA,REGULAR,37.2,A,"2 AVENIDA 3-16 ZONA 10 GUATEMALA, GUATEMALA","(14.76016, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONAIRE,UNO,2 AVENIDA 3-16 ZONA 10 GUATEMALA,SUPER,33.9,A,"2 AVENIDA 3-16 ZONA 10 GUATEMALA, GUATEMALA","(14.76016, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONANZA,SHELL,2 AVENIDA 3-16 ZONA 7 GUATEMALA,DIESEL,36.14,A,"2 AVENIDA 3-16 ZONA 7 GUATEMALA, GUATEMALA","(15.16415, -90.85315)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONANZA,SHELL,2 AVENIDA 3-16 ZONA 7 GUATEMALA,REGULAR,35.17,A,"2 AVENIDA 3-16 ZONA 7 GUATEMALA, GUATEMALA","(15.16415, -90.85315)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BONANZA,SHELL,2 AVENIDA 3-16 ZONA 7 GUATEMALA,SUPER,33.9,A,"2 AVENIDA 3-16 ZONA 7 GUATEMALA, GUATEMALA","(15.16415, -90.85315)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BRISAS DEL CAUCA,PUMA,2 AVENIDA 3-17 ZONA 1 GUATEMALA,DIESEL,35.55,A,"2 AVENIDA 3-17 ZONA 1 GUATEMALA, GUATEMALA","(14.76457, -90.99157)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BRISAS DEL CAUCA,PUMA,2 AVENIDA 3-17 ZONA 1 GUATEMALA,REGULAR,36.75,A,"2 AVENIDA 3-17 ZONA 1 GUATEMALA, GUATEMALA","(14.76457, -90.99157)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BRISAS DEL CAUCA,PUMA,2 AVENIDA 3-17 ZONA 1 GUATEMALA,SUPER,33.9,A,"2 AVENIDA 3-17 ZONA 1 GUATEMALA, GUATEMALA","(14.76457, -90.99157)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BUENOS AIRES,SHELL,2 AVENIDA 3-17 ZONA 12 GUATEMALA,DIESEL,36.14,A,"2 AVENIDA 3-17 ZONA 12 GUATEMALA, GUATEMALA","(14.76017, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BUENOS AIRES,SHELL,2 AVENIDA 3-17 ZONA 12 GUATEMALA,REGULAR,34.16,A,"2 AVENIDA 3-17 ZONA 12 GUATEMALA, GUATEMALA","(14.76017, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM BUENOS AIRES,SHELL,2 AVENIDA 3-17 ZONA 12 GUATEMALA,SUPER,35.88,A,"2 AVENIDA 3-17 ZONA 12 GUATEMALA, GUATEMALA","(14.76017, -90.9882)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM CHIRIGUANA,UNO,2 AVENIDA 3-18 ZONA 21 GUATEMALA,DIESEL,36.5,A,"2 AVENIDA 3-18 ZONA 21 GUATEMALA, GUATEMALA","(14.76457, -90.99158)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM CHIRIGUANA,UNO,2 AVENIDA 3-18 ZONA 21 GUATEMALA,REGULAR,34.72,A,"2 AVENIDA 3-18 ZONA 21 GUATEMALA, GUATEMALA","(14.76457, -90.99158)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM CHIRIGUANA,UNO,2 AVENIDA 3-18 ZONA 21 GUATEMALA,SUPER,35.55,A,"2 AVENIDA 3-18 ZONA 21 GUATEMALA, GUATEMALA","(14.76457, -90.99158)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM COROZAL,SHELL,2 AVENIDA 3-19 ZONA 10 GUATEMALA,DIESEL,33.75,A,"2 AVENIDA 3-19 ZONA 10 GUATEMALA, GUATEMALA","(14.76017, -90.98821)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM COROZAL,SHELL,2 AVENIDA 3-19 ZONA 10 GUATEMALA,REGULAR,33.14,A,"2 AVENIDA 3-19 ZONA 10 GUATEMALA, GUATEMALA","(14.76017, -90.98821)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM COROZAL,SHELL,2 AVENIDA 3-19 ZONA 10 GUATEMALA,SUPER,34.72,A,"2 AVENIDA 3-19 ZONA 10 GUATEMALA, GUATEMALA","(14.76017, -90.98821)"
2023,12,1,GUATEMALA,1010,GUATEMALA,ESTACION DE SERVICIO DISTRACOM COSTA DE ORO,DON ARTURO,2 AVENIDA 3-19 ZONA 8 GUATEMALA,DIESEL,35.15,A,"2 AVENIDA 3-19 ZONA 8 GUATEMALA, GUATEMALA","(14.76017, -90.98821)"
